Pos,ID,Name,BV,SV,Team,30_xMins,31_xMins,32_xMins,33_xMins,34_xMins,35_xMins,36_xMins,37_xMins,38_xMins,30_eo,31_eo,32_eo,33_eo,34_eo,35_eo,36_eo,37_eo,38_eo
D,187,Walker,4.4,4.4,Burnley,52.95,52.95,52.95,105.90,0.00,52.95,52.95,52.95,52.95,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,190,Ekdal,3.9,3.9,Burnley,4.80,4.80,4.80,9.60,0.00,4.80,4.80,4.80,4.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,191,Estève,3.9,3.9,Burnley,87.45,87.45,87.45,174.90,0.00,87.45,87.45,87.45,87.45,0.03,0.04,0.04,0.04,0.00,0.04,0.04,0.04,0.04
D,192,Hartman,4.0,4.0,Burnley,3.00,3.00,3.00,6.00,0.00,3.00,3.00,3.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,193,Humphreys,3.9,3.9,Burnley,82.95,82.95,82.95,165.90,0.00,82.95,82.95,82.95,82.95,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,194,Jordan,3.9,3.9,Burnley,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,195,Lucas Pires,3.8,3.8,Burnley,46.95,46.95,46.95,93.90,0.00,46.95,46.95,46.95,46.95,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,198,Tuanzebe,3.9,3.9,Burnley,71.70,71.70,71.70,143.40,0.00,71.70,71.70,71.70,71.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,199,Worrall,3.8,3.8,Burnley,45.45,45.45,45.45,90.90,0.00,45.45,45.45,45.45,45.45,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,200,Anthony,5.0,5.0,Burnley,75.75,75.75,75.75,151.50,0.00,75.75,75.75,75.75,75.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,202,Bruun Larsen,5.3,5.3,Burnley,6.75,6.75,6.75,13.50,0.00,6.75,6.75,6.75,6.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,203,Boateng,4.7,4.7,Burnley,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,205,Cullen,4.9,4.9,Burnley,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,206,Edwards,4.7,4.7,Burnley,73.80,73.80,73.80,147.60,0.00,73.80,73.80,73.80,73.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,207,Hannibal,4.7,4.7,Burnley,58.65,58.65,58.65,117.30,0.00,58.65,58.65,58.65,58.65,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,209,Laurent,4.8,4.8,Burnley,72.60,72.60,72.60,145.20,0.00,72.60,72.60,72.60,72.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,210,Tchaouna,4.9,4.9,Burnley,18.00,18.00,18.00,36.00,0.00,18.00,18.00,18.00,18.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,214,Trésor,4.4,4.4,Burnley,5.70,5.70,5.70,11.40,0.00,5.70,5.70,5.70,5.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
F,215,Flemming,5.3,5.3,Burnley,60.15,60.15,60.15,120.30,0.00,60.15,60.15,60.15,60.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
F,216,Amdouni,4.8,4.8,Burnley,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
F,217,Foster,4.9,4.9,Burnley,24.00,24.00,24.00,48.00,0.00,24.00,24.00,24.00,24.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
F,218,Barnes,4.2,4.2,Burnley,1.50,1.50,1.50,3.00,0.00,1.50,1.50,1.50,1.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G,220,Sánchez,4.9,4.9,Chelsea,89.10,89.10,89.10,178.20,0.00,89.10,89.10,89.10,89.10,0.04,0.04,0.04,0.04,0.00,0.04,0.04,0.04,0.04
G,221,Jörgensen,4.3,4.3,Chelsea,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G,223,Slonina,3.9,3.9,Chelsea,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,224,Cucurella,6.0,6.0,Chelsea,83.40,83.40,83.40,166.80,0.00,83.40,83.40,83.40,83.40,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,225,James,5.6,5.6,Chelsea,67.65,67.65,67.65,135.30,0.00,67.65,67.65,67.65,67.65,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,226,Chalobah,5.6,5.6,Chelsea,85.95,85.95,85.95,171.90,0.00,85.95,85.95,85.95,85.95,0.13,0.13,0.13,0.13,0.00,0.13,0.13,0.13,0.13
D,227,Colwill,4.7,4.7,Chelsea,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,228,Gusto,4.9,4.9,Chelsea,42.90,42.90,42.90,85.80,0.00,42.90,42.90,42.90,42.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,229,B.Badiashile,4.4,4.4,Chelsea,11.25,11.25,11.25,22.50,0.00,11.25,11.25,11.25,11.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,230,Fofana,4.4,4.4,Chelsea,43.95,43.95,43.95,87.90,0.00,43.95,43.95,43.95,43.95,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,231,M.Sarr,4.5,4.5,Chelsea,7.05,7.05,7.05,14.10,0.00,7.05,7.05,7.05,7.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,232,Tosin,4.0,4.0,Chelsea,14.25,14.25,14.25,28.50,0.00,14.25,14.25,14.25,14.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,233,Acheampong,3.7,3.7,Chelsea,7.05,7.05,7.05,14.10,0.00,7.05,7.05,7.05,7.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,235,Palmer,10.6,10.6,Chelsea,77.10,77.10,77.10,154.20,0.00,77.10,77.10,77.10,77.10,0.06,0.06,0.06,0.06,0.00,0.06,0.06,0.06,0.06
M,236,Neto,7.0,7.0,Chelsea,77.10,77.10,77.10,154.20,0.00,77.10,77.10,77.10,77.10,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,237,Enzo,6.7,6.7,Chelsea,84.00,84.00,84.00,168.00,0.00,84.00,84.00,84.00,84.00,0.17,0.17,0.17,0.17,0.00,0.17,0.17,0.17,0.17
M,238,Estêvão,6.4,6.4,Chelsea,36.15,36.15,31.35,62.70,0.00,31.35,31.35,31.35,31.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,239,Gittens,6.0,6.0,Chelsea,0.00,0.00,11.25,22.50,0.00,11.25,11.25,11.25,11.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,241,Caicedo,5.7,5.7,Chelsea,84.00,84.00,84.00,168.00,0.00,84.00,84.00,84.00,84.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,242,Dewsbury-Hall,5.1,5.1,Everton,82.35,82.35,82.35,82.35,82.35,82.35,82.35,82.35,82.35,0.01,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02
M,243,George,4.8,4.8,Everton,30.90,0.00,27.45,27.45,27.45,27.45,27.45,27.45,27.45,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,244,Lavia,4.9,4.9,Chelsea,10.35,10.35,10.35,20.70,0.00,10.35,10.35,10.35,10.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,245,Mudryk,4.9,4.9,Chelsea,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,246,Andrey Santos,4.5,4.5,Chelsea,62.40,62.40,62.40,124.80,0.00,62.40,62.40,62.40,62.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,247,D.Essugo,4.3,4.3,Chelsea,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
F,249,João Pedro,7.6,7.6,Chelsea,73.35,73.35,73.35,146.70,0.00,73.35,73.35,73.35,73.35,0.09,0.09,0.09,0.09,0.00,0.09,0.09,0.09,0.09
F,250,Delap,6.2,6.2,Chelsea,31.20,31.20,31.20,62.40,0.00,31.20,31.20,31.20,31.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
F,252,Marc Guiu,4.1,4.1,Chelsea,1.50,1.50,1.50,3.00,0.00,1.50,1.50,1.50,1.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G,253,Henderson,5.0,5.0,Crystal Palace,89.10,0.00,89.10,178.20,0.00,89.10,178.20,89.10,89.10,0.01,0.00,0.01,0.01,0.00,0.01,0.01,0.01,0.01
G,254,Benitez,4.0,4.0,Crystal Palace,0.90,0.00,0.90,1.80,0.00,0.90,1.80,0.90,0.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G,255,Matthews,3.9,3.9,Crystal Palace,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,256,Muñoz,5.9,5.9,Crystal Palace,87.45,0.00,87.45,174.90,0.00,87.45,174.90,87.45,87.45,0.16,0.00,0.17,0.17,0.00,0.17,0.17,0.17,0.17
D,257,Lacroix,5.1,5.1,Crystal Palace,86.10,0.00,86.10,172.20,0.00,86.10,172.20,86.10,86.10,0.11,0.00,0.06,0.06,0.00,0.06,0.06,0.06,0.06
D,258,Mitchell,5.0,5.0,Crystal Palace,85.20,0.00,85.20,170.40,0.00,85.20,170.40,85.20,85.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,259,Sosa,4.8,4.8,Crystal Palace,5.40,0.00,5.40,10.80,0.00,5.40,10.80,5.40,5.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,260,Guéhi,5.2,5.2,Man City,82.65,0.00,82.65,165.30,0.00,82.65,155.85,82.65,82.65,0.08,0.00,0.08,0.08,0.00,0.08,0.08,0.08,0.08
D,261,Richards,4.4,4.4,Crystal Palace,84.60,0.00,84.60,169.20,0.00,84.60,169.20,84.60,84.60,0.07,0.00,0.07,0.07,0.00,0.07,0.07,0.07,0.07
D,262,Chadi Riad,4.0,4.0,Crystal Palace,46.50,0.00,46.50,93.00,0.00,46.50,93.00,46.50,46.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,263,Clyne,3.8,3.8,Crystal Palace,3.15,0.00,3.15,6.30,0.00,3.15,6.30,3.15,3.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,265,Kporha,4.0,4.0,Crystal Palace,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,266,Eze,7.2,7.2,Arsenal,44.85,0.00,28.80,57.60,0.00,28.80,28.80,28.80,28.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,267,Sarr,6.3,6.3,Crystal Palace,82.20,0.00,82.20,164.40,0.00,82.20,164.40,82.20,82.20,0.08,0.00,0.08,0.08,0.00,0.08,0.08,0.08,0.08
M,268,Doucouré,4.9,4.9,Crystal Palace,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,270,Hughes,4.7,4.7,Crystal Palace,33.75,0.00,33.75,67.50,0.00,33.75,67.50,33.75,33.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,271,Kamada,5.0,5.0,Crystal Palace,40.95,0.00,40.95,81.90,0.00,40.95,81.90,40.95,40.95,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,272,Lerma,4.9,4.9,Crystal Palace,68.70,0.00,68.70,137.40,0.00,68.70,137.40,68.70,68.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,273,Wharton,5.0,5.0,Crystal Palace,82.50,0.00,82.50,165.00,0.00,82.50,165.00,82.50,82.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,274,Agbinone,4.3,4.3,Crystal Palace,0.30,0.00,0.30,0.60,0.00,0.30,0.60,0.30,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,276,Devenny,4.3,4.3,Crystal Palace,9.15,0.00,9.15,18.30,0.00,9.15,18.30,9.15,9.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,281,Rodney,4.4,4.4,Crystal Palace,0.30,0.00,0.30,0.60,0.00,0.30,0.60,0.30,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
F,283,Mateta,7.5,7.5,Crystal Palace,36.45,0.00,36.45,72.90,0.00,36.45,72.90,36.45,36.45,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
F,284,Nketiah,5.4,5.4,Crystal Palace,0.00,0.00,0.00,0.00,0.00,0.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
F,286,Marsh,4.4,4.4,Crystal Palace,0.30,0.00,0.30,0.60,0.00,0.30,0.60,0.30,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G,287,Pickford,5.6,5.6,Everton,89.10,89.10,89.10,89.10,89.10,89.10,89.10,89.10,89.10,0.01,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02
G,288,Travers,4.3,4.3,Everton,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,290,Branthwaite,5.3,5.3,Everton,81.30,81.30,81.30,81.30,81.30,81.30,81.30,81.30,81.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,291,Tarkowski,5.7,5.7,Everton,87.45,87.45,87.45,87.45,87.45,87.45,87.45,87.45,87.45,0.00,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10
D,292,Mykolenko,4.9,4.9,Everton,75.15,75.15,75.15,75.15,75.15,75.15,75.15,75.15,75.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,293,O'Brien,4.9,4.9,Everton,83.70,83.70,83.70,83.70,83.70,83.70,83.70,83.70,83.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,294,Coleman,4.2,4.2,Everton,2.40,2.40,2.40,2.40,2.40,2.40,2.40,2.40,2.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,295,Keane,4.6,4.6,Everton,17.25,17.25,17.25,17.25,17.25,17.25,17.25,17.25,17.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,296,Patterson,4.4,4.4,Everton,5.25,5.25,5.25,5.25,5.25,5.25,5.25,5.25,5.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,298,Welch,3.8,3.8,Everton,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,299,Ndiaye,6.2,6.2,Everton,83.25,83.25,83.25,83.25,83.25,83.25,83.25,83.25,83.25,0.00,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09
M,300,McNeil,5.5,5.5,Everton,28.50,28.50,28.50,28.50,28.50,28.50,28.50,28.50,28.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,301,Alcaraz,5.2,5.2,Everton,0.00,0.00,12.45,12.45,12.45,12.45,12.45,12.45,12.45,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,302,Gana,5.4,5.4,Everton,80.40,80.40,80.40,80.40,80.40,80.40,80.40,80.40,80.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,303,Garner,5.2,5.2,Everton,87.00,87.00,87.00,87.00,87.00,87.00,87.00,87.00,87.00,0.00,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02
M,304,Iroegbunam,4.8,4.8,Everton,15.60,15.60,15.60,15.60,15.60,15.60,15.60,15.60,15.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,305,Armstrong,4.5,4.5,Everton,55.65,77.85,45.00,45.00,45.00,45.00,45.00,45.00,45.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,306,Bates,4.3,4.3,Everton,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,307,Ebere,4.4,4.4,Everton,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
F,310,Barry,5.7,5.7,Everton,72.15,72.15,72.15,72.15,72.15,72.15,72.15,72.15,72.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
F,311,Beto,5.0,5.0,Everton,27.30,27.30,27.30,27.30,27.30,27.30,27.30,27.30,27.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G,314,Leno,4.9,4.9,Fulham,89.10,89.10,89.10,89.10,89.10,89.10,89.10,89.10,89.10,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
D,316,Robinson,4.9,4.9,Fulham,14.10,14.10,14.10,14.10,14.10,14.10,14.10,14.10,14.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,317,Andersen,4.5,4.5,Fulham,87.45,87.45,87.45,87.45,87.45,87.45,87.45,87.45,87.45,0.30,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20
D,318,Bassey,4.4,4.4,Fulham,81.00,81.00,81.00,81.00,81.00,81.00,81.00,81.00,81.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,319,Castagne,4.3,4.3,Fulham,18.15,18.15,18.15,18.15,18.15,18.15,18.15,18.15,18.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,320,Diop,4.3,4.3,Fulham,3.90,3.90,3.90,3.90,3.90,3.90,3.90,3.90,3.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,321,J.Cuenca,4.3,4.3,Fulham,11.25,11.25,11.25,11.25,11.25,11.25,11.25,11.25,11.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,322,Tete,4.5,4.5,Fulham,78.30,78.30,78.30,78.30,78.30,78.30,78.30,78.30,78.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,323,Amissah,3.8,3.8,Fulham,1.50,1.50,1.50,1.50,1.50,1.50,1.50,1.50,1.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,324,Iwobi,6.4,6.4,Fulham,84.00,84.00,84.00,84.00,84.00,84.00,84.00,84.00,84.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,325,Smith Rowe,5.6,5.6,Fulham,70.65,70.65,70.65,70.65,70.65,70.65,70.65,70.65,70.65,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,326,Adama,5.1,5.1,West Ham,18.75,18.75,18.75,18.75,18.75,18.75,18.75,18.75,18.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,328,Sessegnon,5.4,5.4,Fulham,79.20,79.20,79.20,79.20,79.20,79.20,79.20,79.20,79.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,329,Wilson,6.0,6.0,Fulham,82.50,82.50,81.15,81.15,81.15,81.15,81.15,81.15,81.15,0.30,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
M,330,Berge,4.9,4.9,Fulham,83.25,83.25,83.25,83.25,83.25,83.25,83.25,83.25,83.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,331,Cairney,4.8,4.8,Fulham,7.20,7.20,7.20,7.20,7.20,7.20,7.20,7.20,7.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,332,Lukić,4.9,4.9,Fulham,27.60,27.60,21.00,21.00,21.00,21.00,21.00,21.00,21.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,335,King,4.4,4.4,Fulham,7.20,7.20,7.20,7.20,7.20,7.20,7.20,7.20,7.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,336,Reed,4.3,4.3,Fulham,1.50,1.50,1.50,1.50,1.50,1.50,1.50,1.50,1.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
F,337,Raúl,6.2,6.2,Fulham,68.40,68.40,68.40,68.40,68.40,68.40,68.40,68.40,68.40,0.02,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03
F,338,Muniz,5.3,5.3,Fulham,27.00,27.00,27.00,27.00,27.00,27.00,27.00,27.00,27.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G,339,Meslier,4.1,4.1,Leeds United,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G,340,Cairns,3.9,3.9,Leeds United,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G,341,Darlow,3.9,3.9,Leeds United,88.20,88.20,88.20,88.20,88.20,88.20,88.20,88.20,88.20,0.00,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
D,342,Bogle,4.4,4.4,Leeds United,83.10,83.10,83.10,83.10,83.10,83.10,83.10,83.10,83.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
